student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
NU_ENG_001493,NU,Electrical Engineering,4,21,M,"['circuits', 'power', 'control', 'embedded']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include control, embedded sensing, power systems, fault detection and applying them to smart grid.","['controls', 'control', 'smart grid', 'manufacturing automation', 'communications']","['circuit analysis', 'Python', 'lab instrumentation', 'control design', 'simulation']","['circuits', 'power', 'control', 'embedded sensing', 'power systems', 'signals', 'smart grid', 'circuit analysis', 'Python', 'lab instrumentation', 'fault detection', 'lab work']"
NU_ENG_001494,NU,Industrial Engineering,3,20,NB,"['analytics', 'operations', 'optimization', 'quality']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include operations research, human factors, simulation and applying them to service systems.","['healthcare operations', 'logistics', 'quality engineering', 'human factors', 'process improvement']","['Python', 'data visualization', 'linear programming', 'A/B testing', 'process mapping']","['analytics', 'operations', 'optimization', 'operations research', 'human factors', 'simulation', 'supply chain', 'service systems', 'Python', 'data visualization', 'linear programming', 'predictive modeling']"
NU_ENG_001495,NU,Computer Science,1,19,M,"['AI', 'data', 'NLP', 'machine learning']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include algorithms, AI, HCI, NLP and applying them to manufacturing analytics.","['healthcare', 'software engineering', 'finance', 'security', 'data engineering']","['debugging', 'APIs', 'SQL', 'Git', 'testing']","['AI', 'data', 'NLP', 'algorithms', 'HCI', 'manufacturing analytics', 'debugging', 'APIs', 'SQL', 'internship', 'design reviews', 'data engineering']"
NU_ENG_001496,NU,Computer Science,4,21,F,"['data', 'AI', 'systems', 'machine learning']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include data, AI, data engineering and applying them to healthcare.","['HCI', 'algorithms', 'software engineering', 'systems', 'healthcare']","['APIs', 'Git', 'testing', 'SQL', 'debugging']","['data', 'AI', 'systems', 'data engineering', 'algorithms', 'healthcare', 'APIs', 'Git', 'testing', 'lab work', 'computer vision', 'design reviews']"
NU_ENG_001497,NU,Industrial Engineering,3,21,M,"['supply chain', 'quality', 'simulation', 'analytics']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include simulation, supply chain, operations research and applying them to healthcare operations.","['logistics', 'process improvement', 'manufacturing systems', 'quality engineering', 'operations research']","['linear programming', 'data visualization', 'process mapping', 'discrete-event simulation', 'A/B testing']","['supply chain', 'quality', 'simulation', 'operations research', 'optimization', 'healthcare operations', 'linear programming', 'data visualization', 'process mapping', 'quality engineering', 'Python', 'reinforcement learning']"
NU_ENG_001498,NU,Computer Science,4,22,M,"['data', 'systems', 'algorithms', 'AI']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include software engineering, HCI, algorithms, NLP and applying them to healthcare.","['finance', 'systems', 'data engineering', 'HCI', 'NLP']","['testing', 'Python', 'SQL', 'APIs', 'debugging']","['data', 'systems', 'algorithms', 'software engineering', 'HCI', 'healthcare', 'testing', 'Python', 'SQL', 'NLP', 'robotics', 'computer vision']"
NU_ENG_001499,NU,Computer Engineering,2,19,M,"['computer vision', 'architecture', 'IoT', 'hardware']","I'm getting more focused in Computer Engineering by taking core classes and joining hands-on team projects. My main interests include hardware, embedded systems, computer vision, edge inference and applying them to manufacturing automation.","['hardware-software co-design', 'edge inference', 'digital design', 'smart devices', 'sensing']","['microcontrollers', 'Python', 'C/C++', 'Verilog/HDL', 'profiling']","['computer vision', 'architecture', 'IoT', 'hardware', 'embedded systems', 'manufacturing automation', 'microcontrollers', 'Python', 'C/C++', 'edge inference', 'capstone', 'digital design']"
NU_ENG_001500,NU,Electrical Engineering,4,21,M,"['communications', 'control', 'embedded', 'circuits']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include circuits, embedded sensing, embedded and applying them to manufacturing automation.","['communications', 'wireless', 'embedded sensing', 'signals', 'sensing']","['simulation', 'control design', 'circuit analysis', 'MATLAB', 'lab instrumentation']","['communications', 'control', 'embedded', 'circuits', 'embedded sensing', 'manufacturing automation', 'simulation', 'control design', 'circuit analysis', 'internship', 'process monitoring', 'robotics']"
NU_ENG_001501,NU,Electrical Engineering,2,19,M,"['circuits', 'power', 'control', 'communications']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include power, power systems, controls and applying them to manufacturing automation.","['smart grid', 'communications', 'circuits', 'wireless', 'controls']","['simulation', 'control design', 'MATLAB', 'circuit analysis', 'lab instrumentation']","['circuits', 'power', 'control', 'power systems', 'controls', 'manufacturing automation', 'simulation', 'control design', 'MATLAB', 'lab instrumentation', 'robotics', 'circuit analysis']"
NU_ENG_001502,NU,Materials Science and Engineering,3,20,M,"['programming', 'experiments', 'modeling', 'team projects']","I'm building depth in Materials Science and Engineering with advanced coursework and research/industry-style projects. My main interests include team projects, characterization, experiments and applying them to energy materials.","['electronics', 'team projects', 'nanomaterials', 'programming', 'advanced manufacturing']","['data analysis', 'experiments', 'simulation', 'lab characterization', 'Python']","['programming', 'experiments', 'modeling', 'team projects', 'characterization', 'energy materials', 'data analysis', 'simulation', 'capstone', 'lab work', 'biomaterials', 'polymers']"
NU_ENG_001503,NU,Computer Engineering,1,18,F,"['systems', 'computer vision', 'hardware', 'architecture']","I'm exploring different directions in Computer Engineering through intro courses and small projects. My main interests include computer architecture, IoT, computer vision, edge inference and applying them to manufacturing automation.","['manufacturing automation', 'embedded systems', 'robotics', 'IoT', 'edge inference']","['Python', 'debugging', 'C/C++', 'profiling', 'microcontrollers']","['systems', 'computer vision', 'hardware', 'computer architecture', 'IoT', 'manufacturing automation', 'Python', 'debugging', 'C/C++', 'edge inference', 'Verilog/HDL', 'digital design']"
NU_ENG_001504,NU,Computer Science,3,20,M,"['systems', 'algorithms', 'data', 'AI']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include software engineering, security, systems, computer vision and applying them to manufacturing analytics.","['algorithms', 'manufacturing analytics', 'software engineering', 'finance', 'systems']","['Python', 'testing', 'SQL', 'debugging', 'APIs']","['systems', 'algorithms', 'data', 'software engineering', 'security', 'HCI', 'manufacturing analytics', 'Python', 'testing', 'SQL', 'computer vision', 'education tech']"
NU_ENG_001505,NU,Industrial Engineering,3,21,F,"['quality', 'supply chain', 'optimization', 'operations']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include operations research, supply chain, optimization, predictive modeling and applying them to service systems.","['service systems', 'operations research', 'healthcare operations', 'supply chain', 'optimization']","['data visualization', 'discrete-event simulation', 'process mapping', 'R', 'A/B testing']","['quality', 'supply chain', 'optimization', 'operations research', 'process improvement', 'service systems', 'data visualization', 'discrete-event simulation', 'process mapping', 'predictive modeling', 'quality engineering', 'internship']"
NU_ENG_001506,NU,Computer Science,3,20,F,"['machine learning', 'algorithms', 'NLP', 'AI']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include algorithms, HCI, AI, machine learning and applying them to robotics.","['HCI', 'AI', 'robotics', 'systems', 'machine learning']","['debugging', 'Python', 'testing', 'APIs', 'SQL']","['machine learning', 'algorithms', 'NLP', 'HCI', 'AI', 'robotics', 'debugging', 'Python', 'testing', 'manufacturing analytics', 'computer vision', 'APIs']"
NU_ENG_001507,NU,Environmental Engineering,2,19,F,"['data analysis', 'programming', 'design', 'modeling']","I'm getting more focused in Environmental Engineering by taking core classes and joining hands-on team projects. My main interests include programming, risk assessment, data analysis, sensor anomaly detection and applying them to climate.","['air quality', 'sensor anomaly detection', 'risk assessment', 'data analysis', 'programming']","['GIS', 'lab methods', 'sampling/measurement', 'data analysis', 'Python']","['data analysis', 'programming', 'design', 'risk assessment', 'climate', 'GIS', 'lab methods', 'sampling/measurement', 'sensor anomaly detection', 'design reviews', 'water systems', 'water treatment']"
NU_ENG_001508,NU,Computer Science,4,21,M,"['AI', 'machine learning', 'algorithms', 'data']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include security, machine learning, data and applying them to education tech.","['manufacturing analytics', 'security', 'finance', 'healthcare', 'robotics']","['debugging', 'APIs', 'SQL', 'Python', 'Git']","['AI', 'machine learning', 'algorithms', 'security', 'data', 'data engineering', 'education tech', 'debugging', 'APIs', 'SQL', 'lab work', 'software engineering']"
NU_ENG_001509,NU,Chemical Engineering,3,21,F,"['modeling', 'data analysis', 'experiments', 'team projects']","I'm building depth in Chemical Engineering with advanced coursework and research/industry-style projects. My main interests include experiments, separations, modeling, process monitoring models and applying them to sustainable manufacturing.","['reaction engineering', 'experiments', 'sustainable manufacturing', 'transport phenomena', 'process safety']","['lab experiments', 'process simulation', 'mass/energy balances', 'Python', 'data analysis']","['modeling', 'data analysis', 'experiments', 'separations', 'transport phenomena', 'sustainable manufacturing', 'lab experiments', 'process simulation', 'mass/energy balances', 'process monitoring models', 'catalysis', 'MATLAB']"
NU_ENG_001510,NU,Industrial Engineering,2,19,NB,"['supply chain', 'quality', 'operations', 'analytics']","I'm getting more focused in Industrial Engineering by taking core classes and joining hands-on team projects. My main interests include simulation, process improvement, analytics and applying them to production planning.","['production planning', 'manufacturing systems', 'optimization', 'supply chain', 'quality engineering']","['Python', 'process mapping', 'data visualization', 'R', 'A/B testing']","['supply chain', 'quality', 'operations', 'simulation', 'process improvement', 'analytics', 'production planning', 'Python', 'process mapping', 'data visualization', 'reinforcement learning', 'healthcare operations']"
NU_ENG_001511,NU,Biomedical Engineering,4,21,M,"['data analysis', 'modeling', 'team projects', 'programming']","I'm specializing in Biomedical Engineering through capstone work and targeted research experience. My main interests include programming, biomaterials, medical devices and applying them to medical imaging.","['medical devices', 'imaging', 'wearables', 'biomechanics', 'medical imaging']","['experiments', 'MATLAB', 'modeling', 'Python', 'signal processing']","['data analysis', 'modeling', 'team projects', 'programming', 'biomaterials', 'medical devices', 'biomechanics', 'medical imaging', 'experiments', 'MATLAB', 'wearables', 'assistive tech']"
NU_ENG_001512,NU,Biomedical Engineering,3,20,M,"['modeling', 'team projects', 'design', 'data analysis']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include biomaterials, medical devices, modeling and applying them to assistive tech.","['biomaterials', 'medical imaging', 'wearables', 'biomechanics', 'bioinstrumentation']","['signal processing', 'MATLAB', 'modeling', 'Python', 'data analysis']","['modeling', 'team projects', 'design', 'biomaterials', 'medical devices', 'biomechanics', 'assistive tech', 'signal processing', 'MATLAB', 'bioinstrumentation', 'experiments', 'medical imaging']"
NU_ENG_001513,NU,Computer Science,4,21,F,"['algorithms', 'machine learning', 'data', 'systems']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include security, data engineering, machine learning, computer vision and applying them to robotics.","['systems', 'security', 'finance', 'healthcare', 'computer vision']","['Git', 'APIs', 'Python', 'debugging', 'testing']","['algorithms', 'machine learning', 'data', 'security', 'data engineering', 'systems', 'robotics', 'Git', 'APIs', 'Python', 'computer vision', 'NLP']"
NU_ENG_001514,NU,Industrial Engineering,4,21,F,"['quality', 'analytics', 'operations', 'simulation']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include operations research, operations, optimization and applying them to production planning.","['quality engineering', 'optimization', 'supply chain', 'simulation', 'healthcare operations']","['A/B testing', 'discrete-event simulation', 'R', 'linear programming', 'data visualization']","['quality', 'analytics', 'operations', 'operations research', 'optimization', 'human factors', 'production planning', 'A/B testing', 'discrete-event simulation', 'R', 'lab work', 'process improvement']"
NU_ENG_001515,NU,Manufacturing and Design Engineering,4,22,M,"['design', 'modeling', 'team projects', 'programming']","I'm specializing in Manufacturing and Design Engineering through capstone work and targeted research experience. My main interests include product design, design, automation and applying them to smart factories.","['product development', 'design for manufacturability', 'manufacturing', 'manufacturing systems', 'process planning']","['rapid prototyping', 'Python', 'process modeling', 'CAD', 'DOE']","['design', 'modeling', 'team projects', 'product design', 'automation', 'process planning', 'smart factories', 'rapid prototyping', 'Python', 'process modeling', 'product development', 'manufacturing']"
NU_ENG_001516,NU,Chemical Engineering,4,22,M,"['team projects', 'experiments', 'data analysis', 'design']","I'm specializing in Chemical Engineering through capstone work and targeted research experience. My main interests include catalysis, data analysis, design, process monitoring models and applying them to pharma.","['data analysis', 'process safety', 'reaction engineering', 'process design', 'materials processing']","['MATLAB', 'Python', 'data analysis', 'process simulation', 'mass/energy balances']","['team projects', 'experiments', 'data analysis', 'catalysis', 'design', 'pharma', 'MATLAB', 'Python', 'process monitoring models', 'sustainable manufacturing', 'internship', 'process simulation']"
NU_ENG_001517,NU,Biomedical Engineering,3,20,M,"['experiments', 'modeling', 'design', 'programming']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include medical devices, modeling, design and applying them to medical imaging.","['biomaterials', 'assistive tech', 'healthcare', 'rehabilitation engineering', 'wearables']","['MATLAB', 'Python', 'data analysis', 'modeling', 'signal processing']","['experiments', 'modeling', 'design', 'medical devices', 'bioinstrumentation', 'medical imaging', 'MATLAB', 'Python', 'data analysis', 'wearables', 'biomaterials', 'imaging']"
NU_ENG_001518,NU,Materials Science and Engineering,1,18,M,"['programming', 'data analysis', 'design', 'team projects']","I'm exploring different directions in Materials Science and Engineering through intro courses and small projects. My main interests include programming, metals, nanomaterials and applying them to biomaterials.","['electronics', 'biomaterials', 'failure analysis', 'energy materials', 'nanomaterials']","['Python', 'lab characterization', 'materials selection', 'experiments', 'simulation']","['programming', 'data analysis', 'design', 'metals', 'nanomaterials', 'biomaterials', 'Python', 'lab characterization', 'materials selection', 'advanced manufacturing', 'process monitoring', 'property prediction']"
NU_ENG_001519,NU,Biomedical Engineering,3,20,M,"['team projects', 'experiments', 'design', 'modeling']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include team projects, biomaterials, rehabilitation engineering and applying them to medical imaging.","['rehabilitation engineering', 'medical imaging', 'wearables', 'medical devices', 'team projects']","['data analysis', 'signal processing', 'experiments', 'MATLAB', 'modeling']","['team projects', 'experiments', 'design', 'biomaterials', 'rehabilitation engineering', 'medical devices', 'medical imaging', 'data analysis', 'signal processing', 'internship', 'Python', 'modeling']"
NU_ENG_001520,NU,Biomedical Engineering,4,22,M,"['design', 'team projects', 'data analysis', 'programming']","I'm specializing in Biomedical Engineering through capstone work and targeted research experience. My main interests include rehabilitation engineering, programming, design and applying them to assistive tech.","['bioinstrumentation', 'rehabilitation engineering', 'biomechanics', 'healthcare', 'design']","['experiments', 'signal processing', 'MATLAB', 'modeling', 'Python']","['design', 'team projects', 'data analysis', 'rehabilitation engineering', 'programming', 'medical devices', 'assistive tech', 'experiments', 'signal processing', 'MATLAB', 'image analysis', 'process monitoring']"
NU_ENG_001521,NU,Civil Engineering,3,20,NB,"['structures', 'transportation', 'geotech', 'sustainability']","I'm building depth in Civil Engineering with advanced coursework and research/industry-style projects. My main interests include sustainability, structures, transportation, remote sensing analytics and applying them to construction management.","['construction', 'climate adaptation', 'smart cities', 'infrastructure', 'remote sensing analytics']","['GIS', 'statistical modeling', 'data analysis', 'Python', 'simulation']","['structures', 'transportation', 'geotech', 'sustainability', 'construction', 'construction management', 'GIS', 'statistical modeling', 'data analysis', 'remote sensing analytics', 'process monitoring', 'internship']"
NU_ENG_001522,NU,Computer Science,4,21,M,"['systems', 'AI', 'data', 'NLP']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include security, HCI, systems, machine learning and applying them to manufacturing analytics.","['healthcare', 'HCI', 'algorithms', 'education tech', 'security']","['SQL', 'APIs', 'debugging', 'Python', 'testing']","['systems', 'AI', 'data', 'security', 'HCI', 'NLP', 'manufacturing analytics', 'SQL', 'APIs', 'debugging', 'machine learning', 'lab work']"
NU_ENG_001523,NU,Industrial Engineering,1,18,M,"['quality', 'operations', 'analytics', 'supply chain']","I'm exploring different directions in Industrial Engineering through intro courses and small projects. My main interests include analytics, quality engineering, simulation, reinforcement learning and applying them to manufacturing systems.","['production planning', 'healthcare operations', 'operations research', 'manufacturing systems', 'supply chain']","['discrete-event simulation', 'process mapping', 'Python', 'data visualization', 'A/B testing']","['quality', 'operations', 'analytics', 'quality engineering', 'simulation', 'manufacturing systems', 'discrete-event simulation', 'process mapping', 'Python', 'reinforcement learning', 'A/B testing', 'human factors']"
NU_ENG_001524,NU,Industrial Engineering,2,19,F,"['analytics', 'operations', 'simulation', 'optimization']","I'm getting more focused in Industrial Engineering by taking core classes and joining hands-on team projects. My main interests include quality engineering, human factors, process improvement, predictive modeling and applying them to healthcare operations.","['human factors', 'manufacturing systems', 'service systems', 'production planning', 'simulation']","['Python', 'discrete-event simulation', 'process mapping', 'data visualization', 'R']","['analytics', 'operations', 'simulation', 'quality engineering', 'human factors', 'process improvement', 'healthcare operations', 'Python', 'discrete-event simulation', 'process mapping', 'predictive modeling', 'capstone']"
NU_ENG_001525,NU,Electrical Engineering,3,20,F,"['power', 'communications', 'control', 'signals']","I'm building depth in Electrical Engineering with advanced coursework and research/industry-style projects. My main interests include communications, power systems, circuits, fault detection and applying them to wireless.","['signals', 'robotics', 'embedded sensing', 'power', 'wireless']","['lab instrumentation', 'circuit analysis', 'control design', 'simulation', 'Python']","['power', 'communications', 'control', 'power systems', 'circuits', 'wireless', 'lab instrumentation', 'circuit analysis', 'control design', 'fault detection', 'lab work', 'capstone']"
NU_ENG_001526,NU,Biomedical Engineering,2,20,F,"['experiments', 'design', 'modeling', 'data analysis']","I'm getting more focused in Biomedical Engineering by taking core classes and joining hands-on team projects. My main interests include experiments, data analysis, biomaterials and applying them to healthcare.","['healthcare', 'medical devices', 'experiments', 'wearables', 'rehabilitation engineering']","['MATLAB', 'signal processing', 'experiments', 'modeling', 'data analysis']","['experiments', 'design', 'modeling', 'data analysis', 'biomaterials', 'healthcare', 'MATLAB', 'signal processing', 'wearables', 'process monitoring', 'internship', 'bioinstrumentation']"
NU_ENG_001527,NU,Computer Engineering,1,18,M,"['embedded', 'systems', 'IoT', 'computer vision']","I'm exploring different directions in Computer Engineering through intro courses and small projects. My main interests include computer architecture, real-time systems, embedded, edge inference and applying them to manufacturing automation.","['digital design', 'robotics', 'hardware-software co-design', 'computer architecture', 'smart devices']","['C/C++', 'Verilog/HDL', 'debugging', 'profiling', 'Python']","['embedded', 'systems', 'IoT', 'computer architecture', 'real-time systems', 'manufacturing automation', 'C/C++', 'Verilog/HDL', 'debugging', 'edge inference', 'internship', 'Python']"
NU_ENG_001528,NU,Computer Science,1,18,M,"['algorithms', 'systems', 'AI', 'NLP']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include algorithms, data engineering, systems and applying them to education tech.","['education tech', 'finance', 'manufacturing analytics', 'robotics', 'HCI']","['SQL', 'Python', 'Git', 'debugging', 'testing']","['algorithms', 'systems', 'AI', 'data engineering', 'education tech', 'SQL', 'Python', 'Git', 'software engineering', 'lab work', 'finance', 'debugging']"
NU_ENG_001529,NU,Biomedical Engineering,4,22,F,"['programming', 'modeling', 'design', 'experiments']","I'm specializing in Biomedical Engineering through capstone work and targeted research experience. My main interests include design, modeling, experiments and applying them to assistive tech.","['medical devices', 'design', 'experiments', 'medical imaging', 'imaging']","['modeling', 'Python', 'MATLAB', 'signal processing', 'data analysis']","['programming', 'modeling', 'design', 'experiments', 'biomechanics', 'assistive tech', 'Python', 'MATLAB', 'wearables', 'healthcare', 'internship', 'medical imaging']"
NU_ENG_001530,NU,Chemical Engineering,2,20,M,"['data analysis', 'team projects', 'design', 'experiments']","I'm getting more focused in Chemical Engineering by taking core classes and joining hands-on team projects. My main interests include catalysis, experiments, team projects and applying them to materials processing.","['transport phenomena', 'sustainable manufacturing', 'separations', 'process design', 'team projects']","['Python', 'mass/energy balances', 'MATLAB', 'process simulation', 'lab experiments']","['data analysis', 'team projects', 'design', 'catalysis', 'experiments', 'materials processing', 'Python', 'mass/energy balances', 'MATLAB', 'process simulation', 'sustainable manufacturing', 'reaction engineering']"
NU_ENG_001531,NU,Civil Engineering,1,18,F,"['structures', 'sustainability', 'transportation', 'risk']","I'm exploring different directions in Civil Engineering through intro courses and small projects. My main interests include risk/resilience, structures, water resources and applying them to climate adaptation.","['infrastructure', 'smart cities', 'climate adaptation', 'water resources', 'transportation']","['design codes', 'Python', 'data analysis', 'statistical modeling', 'simulation']","['structures', 'sustainability', 'transportation', 'risk/resilience', 'water resources', 'climate adaptation', 'design codes', 'Python', 'data analysis', 'construction management', 'smart cities', 'remote sensing analytics']"
NU_ENG_001532,NU,Biomedical Engineering,1,19,F,"['programming', 'modeling', 'team projects', 'data analysis']","I'm exploring different directions in Biomedical Engineering through intro courses and small projects. My main interests include biomaterials, modeling, medical devices and applying them to healthcare.","['modeling', 'imaging', 'medical imaging', 'wearables', 'assistive tech']","['modeling', 'data analysis', 'Python', 'MATLAB', 'signal processing']","['programming', 'modeling', 'team projects', 'biomaterials', 'medical devices', 'healthcare', 'data analysis', 'Python', 'image analysis', 'process monitoring', 'medical imaging', 'bioinstrumentation']"
NU_ENG_001533,NU,Computer Science,2,19,M,"['AI', 'systems', 'algorithms', 'data']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include algorithms, data engineering, AI, NLP and applying them to finance.","['algorithms', 'machine learning', 'NLP', 'education tech', 'software engineering']","['SQL', 'Python', 'debugging', 'Git', 'testing']","['AI', 'systems', 'algorithms', 'data engineering', 'finance', 'SQL', 'Python', 'debugging', 'NLP', 'testing', 'machine learning', 'healthcare']"
NU_ENG_001534,NU,Electrical Engineering,1,18,M,"['communications', 'power', 'embedded', 'signals']","I'm exploring different directions in Electrical Engineering through intro courses and small projects. My main interests include communications, power systems, controls and applying them to manufacturing automation.","['communications', 'circuits', 'embedded sensing', 'manufacturing automation', 'sensing']","['control design', 'lab instrumentation', 'MATLAB', 'simulation', 'circuit analysis']","['communications', 'power', 'embedded', 'power systems', 'controls', 'manufacturing automation', 'control design', 'lab instrumentation', 'MATLAB', 'fault detection', 'process monitoring', 'internship']"
NU_ENG_001535,NU,Biomedical Engineering,3,21,F,"['experiments', 'modeling', 'programming', 'design']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include design, imaging, biomechanics, image analysis and applying them to wearables.","['wearables', 'biomechanics', 'imaging', 'biomaterials', 'healthcare']","['data analysis', 'MATLAB', 'signal processing', 'Python', 'experiments']","['experiments', 'modeling', 'programming', 'design', 'imaging', 'biomechanics', 'bioinstrumentation', 'wearables', 'data analysis', 'MATLAB', 'signal processing', 'image analysis']"
NU_ENG_001536,NU,Computer Science,4,22,M,"['systems', 'NLP', 'AI', 'algorithms']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include security, AI, NLP, machine learning and applying them to robotics.","['data engineering', 'finance', 'systems', 'machine learning', 'AI']","['Git', 'debugging', 'Python', 'SQL', 'testing']","['systems', 'NLP', 'AI', 'security', 'HCI', 'robotics', 'Git', 'debugging', 'Python', 'machine learning', 'capstone', 'finance']"
NU_ENG_001537,NU,Industrial Engineering,1,18,F,"['operations', 'simulation', 'supply chain', 'analytics']","I'm exploring different directions in Industrial Engineering through intro courses and small projects. My main interests include simulation, operations, operations research and applying them to healthcare operations.","['supply chain', 'human factors', 'operations research', 'optimization', 'operations']","['A/B testing', 'data visualization', 'Python', 'linear programming', 'R']","['operations', 'simulation', 'supply chain', 'operations research', 'healthcare operations', 'A/B testing', 'data visualization', 'Python', 'production planning', 'optimization', 'linear programming', 'ML for operations']"
NU_ENG_001538,NU,Industrial Engineering,3,20,M,"['simulation', 'supply chain', 'operations', 'optimization']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include operations research, optimization, operations and applying them to service systems.","['simulation', 'operations', 'operations research', 'human factors', 'logistics']","['A/B testing', 'linear programming', 'data visualization', 'discrete-event simulation', 'Python']","['simulation', 'supply chain', 'operations', 'operations research', 'optimization', 'service systems', 'A/B testing', 'linear programming', 'data visualization', 'ML for operations', 'process improvement', 'manufacturing systems']"
NU_ENG_001539,NU,Industrial Engineering,1,18,NB,"['analytics', 'quality', 'operations', 'supply chain']","I'm exploring different directions in Industrial Engineering through intro courses and small projects. My main interests include operations, quality, operations research, predictive modeling and applying them to manufacturing systems.","['manufacturing systems', 'human factors', 'logistics', 'quality engineering', 'predictive modeling']","['R', 'discrete-event simulation', 'A/B testing', 'process mapping', 'linear programming']","['analytics', 'quality', 'operations', 'operations research', 'manufacturing systems', 'R', 'discrete-event simulation', 'A/B testing', 'predictive modeling', 'quality engineering', 'process monitoring', 'process improvement']"
NU_ENG_001540,NU,Computer Science,2,19,M,"['AI', 'algorithms', 'machine learning', 'NLP']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include security, software engineering, NLP, machine learning and applying them to healthcare.","['robotics', 'data engineering', 'manufacturing analytics', 'education tech', 'NLP']","['Python', 'APIs', 'testing', 'SQL', 'Git']","['AI', 'algorithms', 'machine learning', 'security', 'software engineering', 'NLP', 'healthcare', 'Python', 'APIs', 'testing', 'finance', 'systems']"
NU_ENG_001541,NU,Industrial Engineering,4,22,M,"['optimization', 'analytics', 'supply chain', 'simulation']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include analytics, process improvement, quality engineering, predictive modeling and applying them to healthcare operations.","['analytics', 'simulation', 'process improvement', 'service systems', 'logistics']","['data visualization', 'discrete-event simulation', 'R', 'linear programming', 'process mapping']","['optimization', 'analytics', 'supply chain', 'process improvement', 'quality engineering', 'simulation', 'healthcare operations', 'data visualization', 'discrete-event simulation', 'R', 'predictive modeling', 'internship']"
NU_ENG_001542,NU,Chemical Engineering,3,20,F,"['data analysis', 'design', 'modeling', 'programming']","I'm building depth in Chemical Engineering with advanced coursework and research/industry-style projects. My main interests include modeling, programming, transport phenomena and applying them to pharma.","['programming', 'sustainable manufacturing', 'energy', 'reaction engineering', 'separations']","['process simulation', 'data analysis', 'MATLAB', 'lab experiments', 'mass/energy balances']","['data analysis', 'design', 'modeling', 'programming', 'transport phenomena', 'separations', 'pharma', 'process simulation', 'MATLAB', 'internship', 'process safety', 'reaction engineering']"
NU_ENG_001543,NU,Computer Engineering,4,22,M,"['IoT', 'architecture', 'hardware', 'computer vision']","I'm specializing in Computer Engineering through capstone work and targeted research experience. My main interests include architecture, embedded systems, digital design, edge inference and applying them to smart devices.","['smart devices', 'edge inference', 'computer architecture', 'embedded systems', 'robotics']","['microcontrollers', 'Python', 'profiling', 'Verilog/HDL', 'debugging']","['IoT', 'architecture', 'hardware', 'embedded systems', 'digital design', 'smart devices', 'microcontrollers', 'Python', 'profiling', 'edge inference', 'computer architecture', 'debugging']"
NU_ENG_001544,NU,Biomedical Engineering,1,18,F,"['programming', 'modeling', 'experiments', 'team projects']","I'm exploring different directions in Biomedical Engineering through intro courses and small projects. My main interests include biomechanics, biomaterials, imaging and applying them to wearables.","['imaging', 'wearables', 'bioinstrumentation', 'medical imaging', 'medical devices']","['data analysis', 'modeling', 'MATLAB', 'signal processing', 'Python']","['programming', 'modeling', 'experiments', 'biomechanics', 'biomaterials', 'imaging', 'wearables', 'data analysis', 'MATLAB', 'signal processing', 'healthcare', 'medical devices']"
NU_ENG_001545,NU,Computer Science,2,19,F,"['algorithms', 'machine learning', 'data', 'AI']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include data, security, data engineering, machine learning and applying them to finance.","['systems', 'robotics', 'data engineering', 'healthcare', 'algorithms']","['APIs', 'testing', 'debugging', 'SQL', 'Git']","['algorithms', 'machine learning', 'data', 'security', 'data engineering', 'finance', 'APIs', 'testing', 'debugging', 'capstone', 'education tech', 'process monitoring']"
